銀行コード,銀行名（漢字）,銀行名（カタカナ）,支店コード,支店名（漢字）,支店名（カタカナ）
3825,秋田しんせい農協,アキタシンセイノウキヨウ,008,本荘中央,ホンジヨウチユウオウ
3825,秋田しんせい農協,アキタシンセイノウキヨウ,009,本荘,ホンジヨウ
3825,秋田しんせい農協,アキタシンセイノウキヨウ,021,岩城,イワキ
3825,秋田しんせい農協,アキタシンセイノウキヨウ,023,大内,オオウチ
3825,秋田しんせい農協,アキタシンセイノウキヨウ,025,上川大内,カミカワオオウチ
3825,秋田しんせい農協,アキタシンセイノウキヨウ,028,東由利,ヒガシユリ
3825,秋田しんせい農協,アキタシンセイノウキヨウ,041,由利,ユリ
3825,秋田しんせい農協,アキタシンセイノウキヨウ,046,矢島,ヤシマ
3825,秋田しんせい農協,アキタシンセイノウキヨウ,047,鳥海,チヨウカイ
3825,秋田しんせい農協,アキタシンセイノウキヨウ,049,笹子,ジネゴ
3825,秋田しんせい農協,アキタシンセイノウキヨウ,051,西目,ニシメ
3825,秋田しんせい農協,アキタシンセイノウキヨウ,052,仁賀保,ニカホ
3825,秋田しんせい農協,アキタシンセイノウキヨウ,055,金浦,コノウラ
3825,秋田しんせい農協,アキタシンセイノウキヨウ,056,象潟,キサカタ
3825,秋田しんせい農協,アキタシンセイノウキヨウ,066,由利本荘市役所出張所,ユリホンジヨウシヤクシヨ
3855,秋田おばこ農協,アキタオバコノウキヨウ,001,本店,ホンテン
3855,秋田おばこ農協,アキタオバコノウキヨウ,002,大曲,オオマガリ
3855,秋田おばこ農協,アキタオバコノウキヨウ,005,大曲北,オオマガリキタ
3855,秋田おばこ農協,アキタオバコノウキヨウ,010,協和,キヨウワ
3855,秋田おばこ農協,アキタオバコノウキヨウ,014,西仙北,ニシセンボク
3855,秋田おばこ農協,アキタオバコノウキヨウ,018,神岡,カミオカ
3855,秋田おばこ農協,アキタオバコノウキヨウ,020,南外,ナンガイ
3855,秋田おばこ農協,アキタオバコノウキヨウ,022,仙北,センボク
3855,秋田おばこ農協,アキタオバコノウキヨウ,024,千畑,センハタ
3855,秋田おばこ農協,アキタオバコノウキヨウ,026,中仙,ナカセン
3855,秋田おばこ農協,アキタオバコノウキヨウ,030,太田,オオタ
3855,秋田おばこ農協,アキタオバコノウキヨウ,031,角館,カクダテ
3855,秋田おばこ農協,アキタオバコノウキヨウ,034,西木,ニシキ
3855,秋田おばこ農協,アキタオバコノウキヨウ,036,田沢湖,タザワコ
3855,秋田おばこ農協,アキタオバコノウキヨウ,037,田沢湖駅前,タザワコエキマエ
3855,秋田おばこ農協,アキタオバコノウキヨウ,039,仙南,センナン
3855,秋田おばこ農協,アキタオバコノウキヨウ,042,六郷,ロクゴウ
3878,秋田ふるさと農協,アキタフルサトノウキヨウ,001,本店,ホンテン
3878,秋田ふるさと農協,アキタフルサトノウキヨウ,002,横手,ヨコテ
3878,秋田ふるさと農協,アキタフルサトノウキヨウ,008,山内,サンナイ
3878,秋田ふるさと農協,アキタフルサトノウキヨウ,021,金沢,カネザワ
3878,秋田ふるさと農協,アキタフルサトノウキヨウ,042,平鹿,ヒラカ
3878,秋田ふるさと農協,アキタフルサトノウキヨウ,061,雄物川,オモノガワ
3878,秋田ふるさと農協,アキタフルサトノウキヨウ,071,大雄,タイユウ
3878,秋田ふるさと農協,アキタフルサトノウキヨウ,081,大森,オオモリ
3878,秋田ふるさと農協,アキタフルサトノウキヨウ,092,十文字,ジユウモンジ
3878,秋田ふるさと農協,アキタフルサトノウキヨウ,101,増田,マスダ
3913,こまち農協,コマチノウキヨウ,001,本店,ホンテン
3913,こまち農協,コマチノウキヨウ,004,湯沢北,ユザワキタ
3913,こまち農協,コマチノウキヨウ,013,湯沢,ユザワ
3913,こまち農協,コマチノウキヨウ,014,東成瀬,ヒガシナルセ
3913,こまち農協,コマチノウキヨウ,018,稲川,イナカワ
3913,こまち農協,コマチノウキヨウ,023,雄勝,オガチ
3913,こまち農協,コマチノウキヨウ,028,羽後,ウゴ
3929,大潟村農協,オオガタムラノウキヨウ,001,本所,ホンシヨ
3931,山形市農協,ヤマガタシノウキヨウ,001,本店,ホンテン
3931,山形市農協,ヤマガタシノウキヨウ,002,北山形,キタヤマガタ
3931,山形市農協,ヤマガタシノウキヨウ,003,小白川,コジラカワ
3931,山形市農協,ヤマガタシノウキヨウ,004,下条,シモジヨウ
3931,山形市農協,ヤマガタシノウキヨウ,005,上町,ウワマチ
3931,山形市農協,ヤマガタシノウキヨウ,006,美畑,ミハタ
3932,山形農協,ヤマガタノウキヨウ,001,本店,ホンテン
3932,山形農協,ヤマガタノウキヨウ,002,滝山,タキヤマ
3932,山形農協,ヤマガタノウキヨウ,005,宮浦,ミヤウラ
3932,山形農協,ヤマガタノウキヨウ,007,西部,セイブ
3932,山形農協,ヤマガタノウキヨウ,010,鈴川,スズカワ
3932,山形農協,ヤマガタノウキヨウ,011,高楯,タカダテ
3932,山形農協,ヤマガタノウキヨウ,013,千歳,チトセ
3932,山形農協,ヤマガタノウキヨウ,016,東金井,ヒガシカナイ
3932,山形農協,ヤマガタノウキヨウ,017,天神,テンジン
3932,山形農協,ヤマガタノウキヨウ,020,南館,ミナミダテ
3932,山形農協,ヤマガタノウキヨウ,023,さくら,サクラ
3932,山形農協,ヤマガタノウキヨウ,027,山形南,ヤマガタミナミ
3932,山形農協,ヤマガタノウキヨウ,032,蔵王,ザオウ
3932,山形農協,ヤマガタノウキヨウ,036,上山北,カミノヤマキタ
3932,山形農協,ヤマガタノウキヨウ,037,上山南,カミノヤマミナミ
3932,山形農協,ヤマガタノウキヨウ,047,ひまわり,ヒマワリ
3932,山形農協,ヤマガタノウキヨウ,052,山辺,ヤマノベ
3938,天童市農協,テンドウシノウキヨウ,001,本所,ホンシヨ
3943,さがえ西村山農協,サガエニシムラヤマノウキヨウ,001,本所,ホンシヨ
3943,さがえ西村山農協,サガエニシムラヤマノウキヨウ,002,寒河江東,サガエヒガシ
3943,さがえ西村山農協,サガエニシムラヤマノウキヨウ,004,西根,ニシネ
3943,さがえ西村山農協,サガエニシムラヤマノウキヨウ,006,柴橋,シバハシ
3943,さがえ西村山農協,サガエニシムラヤマノウキヨウ,008,寒河江西,サガエニシ
3943,さがえ西村山農協,サガエニシムラヤマノウキヨウ,021,大江,オオエ
3943,さがえ西村山農協,サガエニシムラヤマノウキヨウ,031,朝日,アサヒ
3943,さがえ西村山農協,サガエニシムラヤマノウキヨウ,041,西川,ニシカワ
3943,さがえ西村山農協,サガエニシムラヤマノウキヨウ,051,河北,カホク
3960,みちのく村山農協,ミチノクムラヤマノウキヨウ,001,本店,ホンテン
3960,みちのく村山農協,ミチノクムラヤマノウキヨウ,002,楯岡,タテオカ
3960,みちのく村山農協,ミチノクムラヤマノウキヨウ,006,葉山,ハヤマ
3960,みちのく村山農協,ミチノクムラヤマノウキヨウ,012,尾花沢,オバナザワ
3960,みちのく村山農協,ミチノクムラヤマノウキヨウ,019,大石田,オオイシダ
3962,東根市農協,ヒガシネシノウキヨウ,001,本店,ホンテン
3962,東根市農協,ヒガシネシノウキヨウ,002,東部,トウブ
3962,東根市農協,ヒガシネシノウキヨウ,004,西部,セイブ
3962,東根市農協,ヒガシネシノウキヨウ,007,東根市役所出張所,ヒガシネシヤクシヨ
3971,新庄市農協,シンジヨウシノウキヨウ,001,本所,ホンシヨ
3973,もがみ中央農協,モガミチユウオウノウキヨウ,001,萩野,ハギノ
3973,もがみ中央農協,モガミチユウオウノウキヨウ,003,舟形,フナガタ
3973,もがみ中央農協,モガミチユウオウノウキヨウ,006,最上,モガミ
3973,もがみ中央農協,モガミチユウオウノウキヨウ,010,本店,ホンテン
3973,もがみ中央農協,モガミチユウオウノウキヨウ,020,大蔵,オオクラ
3973,もがみ中央農協,モガミチユウオウノウキヨウ,021,戸沢,トザワ
3973,もがみ中央農協,モガミチユウオウノウキヨウ,023,鮭川,サケカワ
3973,もがみ中央農協,モガミチユウオウノウキヨウ,030,真室川,マムロガワ
3987,金山農協,カネヤマノウキヨウ,001,本所,ホンシヨ
3989,山形おきたま農協,ヤマガタオキタマノウキヨウ,001,本店,ホンテン
3989,山形おきたま農協,ヤマガタオキタマノウキヨウ,002,米沢,ヨネザワ
3989,山形おきたま農協,ヤマガタオキタマノウキヨウ,009,米沢中央,ヨネザワチユウオウ
3989,山形おきたま農協,ヤマガタオキタマノウキヨウ,018,たかはた,タカハタ
3989,山形おきたま農協,ヤマガタオキタマノウキヨウ,033,南陽,ナンヨウ
3989,山形おきたま農協,ヤマガタオキタマノウキヨウ,041,川西,カワニシ
3989,山形おきたま農協,ヤマガタオキタマノウキヨウ,052,あやめ,アヤメ
3989,山形おきたま農協,ヤマガタオキタマノウキヨウ,064,白鷹,シラタカ
3989,山形おきたま農協,ヤマガタオキタマノウキヨウ,069,飯豊,イイデ
4000,鶴岡市農協,ツルオカシノウキヨウ,001,本所,ホンシヨ
4000,鶴岡市農協,ツルオカシノウキヨウ,007,中央,チユウオウ
4000,鶴岡市農協,ツルオカシノウキヨウ,013,西郷,ニシゴウ
4013,庄内たがわ農協,シヨウナイタガワノウキヨウ,001,本所,ホンシヨ
4013,庄内たがわ農協,シヨウナイタガワノウキヨウ,006,藤島,フジシマ
4013,庄内たがわ農協,シヨウナイタガワノウキヨウ,011,温海,アツミ
4013,庄内たがわ農協,シヨウナイタガワノウキヨウ,025,北部,ホクブ
4013,庄内たがわ農協,シヨウナイタガワノウキヨウ,041,三川,ミカワ
4013,庄内たがわ農協,シヨウナイタガワノウキヨウ,051,羽黒,ハグロ
4013,庄内たがわ農協,シヨウナイタガワノウキヨウ,061,南部,ナンブ
4013,庄内たがわ農協,シヨウナイタガワノウキヨウ,071,朝日出張所,アサヒ
4022,余目町農協,アマルメマチノウキヨウ,001,本所,ホンシヨ
4027,庄内みどり農協,シヨウナイミドリノウキヨウ,001,本所,ホンシヨ
4027,庄内みどり農協,シヨウナイミドリノウキヨウ,002,酒田中央,サカタチユウオウ
4027,庄内みどり農協,シヨウナイミドリノウキヨウ,004,酒田きた,サカタキタ
4027,庄内みどり農協,シヨウナイミドリノウキヨウ,011,酒田みなみ,サカタミナミ
4027,庄内みどり農協,シヨウナイミドリノウキヨウ,016,遊佐,ユザ
4027,庄内みどり農協,シヨウナイミドリノウキヨウ,022,八幡,ヤワタ
4027,庄内みどり農協,シヨウナイミドリノウキヨウ,026,平田中央,ヒラタチユウオウ
4027,庄内みどり農協,シヨウナイミドリノウキヨウ,028,松山,マツヤマ
4027,庄内みどり農協,シヨウナイミドリノウキヨウ,031,酒田ひがし,サカタヒガシ
4036,酒田市袖浦農協,サカタシソデウラノウキヨウ,001,本所,ホンシヨ
4047,ふくしま未来農協,フクシマミライノウキヨウ,001,本店,ホンテン
4047,ふくしま未来農協,フクシマミライノウキヨウ,004,清水,シミズ
4047,ふくしま未来農協,フクシマミライノウキヨウ,005,北信,ホクシン
4047,ふくしま未来農協,フクシマミライノウキヨウ,010,渡利,ワタリ
4047,ふくしま未来農協,フクシマミライノウキヨウ,012,福島東部,フクシマトウブ
4047,ふくしま未来農協,フクシマミライノウキヨウ,016,すぎのめ,スギノメ
4047,ふくしま未来農協,フクシマミライノウキヨウ,020,福島南,フクシマミナミ
4047,ふくしま未来農協,フクシマミライノウキヨウ,025,飯坂,イイザカ
4047,ふくしま未来農協,フクシマミライノウキヨウ,032,野田,ノダ
4047,ふくしま未来農協,フクシマミライノウキヨウ,034,松川,マツカワ
4047,ふくしま未来農協,フクシマミライノウキヨウ,037,ＪＡビル出張所,ジエイエイビル
4047,ふくしま未来農協,フクシマミライノウキヨウ,038,川俣,カワマタ
4047,ふくしま未来農協,フクシマミライノウキヨウ,042,保原,ホバラ
4047,ふくしま未来農協,フクシマミライノウキヨウ,047,桑折,コオリ
4047,ふくしま未来農協,フクシマミライノウキヨウ,051,国見,クニミ
4047,ふくしま未来農協,フクシマミライノウキヨウ,056,伊達,ダテ
4047,ふくしま未来農協,フクシマミライノウキヨウ,058,霊山掛田,リヨウゼンカケダ
4047,ふくしま未来農協,フクシマミライノウキヨウ,062,月舘,ツキダテ
4047,ふくしま未来農協,フクシマミライノウキヨウ,073,二本松,ニホンマツ
4047,ふくしま未来農協,フクシマミライノウキヨウ,074,二本松南,ニホンマツミナミ
4047,ふくしま未来農協,フクシマミライノウキヨウ,075,安達,アダチ
4047,ふくしま未来農協,フクシマミライノウキヨウ,076,岩代,イワシロ
4047,ふくしま未来農協,フクシマミライノウキヨウ,077,東和,トウワ
4047,ふくしま未来農協,フクシマミライノウキヨウ,078,本宮,モトミヤ
4047,ふくしま未来農協,フクシマミライノウキヨウ,079,白沢,シラサワ
4047,ふくしま未来農協,フクシマミライノウキヨウ,080,大玉,オオタマ
4047,ふくしま未来農協,フクシマミライノウキヨウ,082,鹿島,カシマ
4047,ふくしま未来農協,フクシマミライノウキヨウ,084,新地,シンチ
4047,ふくしま未来農協,フクシマミライノウキヨウ,085,相馬中村,ソウマナカムラ
4047,ふくしま未来農協,フクシマミライノウキヨウ,086,中村みなみ,ナカムラミナミ
4047,ふくしま未来農協,フクシマミライノウキヨウ,087,原町,ハラマチ
4047,ふくしま未来農協,フクシマミライノウキヨウ,088,原町西,ハラマチニシ
4047,ふくしま未来農協,フクシマミライノウキヨウ,089,小高,オダカ
4047,ふくしま未来農協,フクシマミライノウキヨウ,091,飯舘,イイタテ
4047,ふくしま未来農協,フクシマミライノウキヨウ,093,梁川,ヤナガワ
4091,夢みなみ農協,ユメミナミノウキヨウ,001,須賀川東,スカガワヒガシ
4091,夢みなみ農協,ユメミナミノウキヨウ,005,須賀川,スカガワ
4091,夢みなみ農協,ユメミナミノウキヨウ,010,本店,ホンテン
4091,夢みなみ農協,ユメミナミノウキヨウ,011,長沼,ナガヌマ
4091,夢みなみ農協,ユメミナミノウキヨウ,014,鏡石,カガミイシ
4091,夢みなみ農協,ユメミナミノウキヨウ,015,岩瀬,イワセ
4091,夢みなみ農協,ユメミナミノウキヨウ,017,天栄,テンエイ
4091,夢みなみ農協,ユメミナミノウキヨウ,023,白河,シラカワ
4091,夢みなみ農協,ユメミナミノウキヨウ,024,西郷,ニシゴウ
4091,夢みなみ農協,ユメミナミノウキヨウ,025,東,ヒガシ
4091,夢みなみ農協,ユメミナミノウキヨウ,026,泉崎,イズミザキ
4091,夢みなみ農協,ユメミナミノウキヨウ,027,中島,ナカジマ
4091,夢みなみ農協,ユメミナミノウキヨウ,028,三神,ミカミ
4091,夢みなみ農協,ユメミナミノウキヨウ,029,大信,タイシン
4091,夢みなみ農協,ユメミナミノウキヨウ,030,石川,イシカワ
4091,夢みなみ農協,ユメミナミノウキヨウ,031,玉川,タマカワ
4091,夢みなみ農協,ユメミナミノウキヨウ,032,平田,ヒラタ
4091,夢みなみ農協,ユメミナミノウキヨウ,033,浅川,アサカワ
4091,夢みなみ農協,ユメミナミノウキヨウ,034,古殿,フルドノ
4132,東西しらかわ農協,トウザイシラカワノウキヨウ,001,表郷,オモテゴウ
4132,東西しらかわ農協,トウザイシラカワノウキヨウ,003,矢吹中央,ヤブキチユウオウ
4132,東西しらかわ農協,トウザイシラカワノウキヨウ,004,棚倉,タナグラ
4132,東西しらかわ農協,トウザイシラカワノウキヨウ,008,矢祭,ヤマツリ
4132,東西しらかわ農協,トウザイシラカワノウキヨウ,011,塙,ハナワ
4132,東西しらかわ農協,トウザイシラカワノウキヨウ,013,鮫川,サメガワ
4132,東西しらかわ農協,トウザイシラカワノウキヨウ,100,本店,ホンテン
4160,会津よつば農協,アイヅヨツバノウキヨウ,001,本店,ホンテン
4160,会津よつば農協,アイヅヨツバノウキヨウ,002,喜多方中央,キタカタチユウオウ
4160,会津よつば農協,アイヅヨツバノウキヨウ,003,喜多方,キタカタ
4160,会津よつば農協,アイヅヨツバノウキヨウ,010,熱塩加納,アツシオカノウ
4160,会津よつば農協,アイヅヨツバノウキヨウ,011,北塩原,キタシオバラ
4160,会津よつば農協,アイヅヨツバノウキヨウ,013,塩川,シオカワ
4160,会津よつば農協,アイヅヨツバノウキヨウ,017,山都,ヤマト
4160,会津よつば農協,アイヅヨツバノウキヨウ,018,西会津,ニシアイヅ
4160,会津よつば農協,アイヅヨツバノウキヨウ,021,奥川,オクガワ
4160,会津よつば農協,アイヅヨツバノウキヨウ,023,高郷,タカサト
4160,会津よつば農協,アイヅヨツバノウキヨウ,044,湊,ミナト
4160,会津よつば農協,アイヅヨツバノウキヨウ,045,門田,モンデン
4160,会津よつば農協,アイヅヨツバノウキヨウ,046,会津若松,アイヅワカマツ
4160,会津よつば農協,アイヅヨツバノウキヨウ,047,北会津,キタアイヅ
4160,会津よつば農協,アイヅヨツバノウキヨウ,048,磐梯,バンダイ
4160,会津よつば農協,アイヅヨツバノウキヨウ,049,猪苗代中央,イナワシロチユウオウ
4160,会津よつば農協,アイヅヨツバノウキヨウ,050,猪苗代東,イナワシロヒガシ
4160,会津よつば農協,アイヅヨツバノウキヨウ,051,河東,カワヒガシ
4160,会津よつば農協,アイヅヨツバノウキヨウ,052,田島,タジマ
4160,会津よつば農協,アイヅヨツバノウキヨウ,053,下郷,シモゴウ
4160,会津よつば農協,アイヅヨツバノウキヨウ,054,舘岩,タテイワ
4160,会津よつば農協,アイヅヨツバノウキヨウ,055,伊南,イナ
4160,会津よつば農協,アイヅヨツバノウキヨウ,056,南郷,ナンゴウ
4160,会津よつば農協,アイヅヨツバノウキヨウ,057,只見,タダミ
4160,会津よつば農協,アイヅヨツバノウキヨウ,058,檜枝岐,ヒノエマタ
4160,会津よつば農協,アイヅヨツバノウキヨウ,059,坂下,バンゲ
4160,会津よつば農協,アイヅヨツバノウキヨウ,060,若宮,ワカミヤ
4160,会津よつば農協,アイヅヨツバノウキヨウ,061,金上,カナガミ
4160,会津よつば農協,アイヅヨツバノウキヨウ,062,広瀬,ヒロセ
4160,会津よつば農協,アイヅヨツバノウキヨウ,063,柳津,ヤナイヅ
4160,会津よつば農協,アイヅヨツバノウキヨウ,064,三島,ミシマ
4160,会津よつば農協,アイヅヨツバノウキヨウ,065,昭和,シヨウワ
4160,会津よつば農協,アイヅヨツバノウキヨウ,066,金山,カネヤマ
4160,会津よつば農協,アイヅヨツバノウキヨウ,067,高田,タカダ
4160,会津よつば農協,アイヅヨツバノウキヨウ,068,永井野,ナガイノ
4160,会津よつば農協,アイヅヨツバノウキヨウ,069,本郷,ホンゴウ
4160,会津よつば農協,アイヅヨツバノウキヨウ,070,新鶴,ニイツル
4160,会津よつば農協,アイヅヨツバノウキヨウ,071,湯川,ユガワ
4196,福島さくら農協,フクシマサクラノウキヨウ,001,本店,ホンテン
4196,福島さくら農協,フクシマサクラノウキヨウ,002,神谷,カベヤ
4196,福島さくら農協,フクシマサクラノウキヨウ,003,飯野,イイノ
4196,福島さくら農協,フクシマサクラノウキヨウ,007,草野,クサノ
4196,福島さくら農協,フクシマサクラノウキヨウ,008,平窪,ヒラクボ
4196,福島さくら農協,フクシマサクラノウキヨウ,017,好間,ヨシマ
4196,福島さくら農協,フクシマサクラノウキヨウ,018,小川,オガワ
4196,福島さくら農協,フクシマサクラノウキヨウ,019,三和,ミワ
4196,福島さくら農協,フクシマサクラノウキヨウ,022,久之浜,ヒサノハマ
4196,福島さくら農協,フクシマサクラノウキヨウ,023,四倉,ヨツクラ
4196,福島さくら農協,フクシマサクラノウキヨウ,024,いわき菊田,イワキキクタ
4196,福島さくら農協,フクシマサクラノウキヨウ,027,勿来,ナコソ
4196,福島さくら農協,フクシマサクラノウキヨウ,032,小名浜,オナハマ
4196,福島さくら農協,フクシマサクラノウキヨウ,036,泉,イズミ
4196,福島さくら農協,フクシマサクラノウキヨウ,038,常磐,ジヨウバン
4196,福島さくら農協,フクシマサクラノウキヨウ,041,田村,タムラ
4196,福島さくら農協,フクシマサクラノウキヨウ,044,中田,ナカタ
4196,福島さくら農協,フクシマサクラノウキヨウ,045,西田,ニシダ
4196,福島さくら農協,フクシマサクラノウキヨウ,046,富久山,フクヤマ
4196,福島さくら農協,フクシマサクラノウキヨウ,047,安積,アサカ
4196,福島さくら農協,フクシマサクラノウキヨウ,048,郡山,コオリヤマ
4196,福島さくら農協,フクシマサクラノウキヨウ,051,大槻,オオツキ
4196,福島さくら農協,フクシマサクラノウキヨウ,052,日和田,ヒワダ
4196,福島さくら農協,フクシマサクラノウキヨウ,053,逢瀬片平,オウセカタヒラ
4196,福島さくら農協,フクシマサクラノウキヨウ,054,湖南東,コナンヒガシ
4196,福島さくら農協,フクシマサクラノウキヨウ,056,三穂田,ミホタ
4196,福島さくら農協,フクシマサクラノウキヨウ,057,郡山喜久田,コオリヤマキクタ
4196,福島さくら農協,フクシマサクラノウキヨウ,058,熱海,アタミ
4196,福島さくら農協,フクシマサクラノウキヨウ,061,船引,フネヒキ
4196,福島さくら農協,フクシマサクラノウキヨウ,064,三春,ミハル
4196,福島さくら農協,フクシマサクラノウキヨウ,065,桜,サクラ
4196,福島さくら農協,フクシマサクラノウキヨウ,066,滝根,タキネ
4196,福島さくら農協,フクシマサクラノウキヨウ,067,大越,オオゴエ
4196,福島さくら農協,フクシマサクラノウキヨウ,068,小野,オノ
4196,福島さくら農協,フクシマサクラノウキヨウ,069,都路,ミヤコジ
4196,福島さくら農協,フクシマサクラノウキヨウ,070,常葉,トキワ
4196,福島さくら農協,フクシマサクラノウキヨウ,071,広野,ヒロノ
4196,福島さくら農協,フクシマサクラノウキヨウ,072,楢葉,ナラハ
4196,福島さくら農協,フクシマサクラノウキヨウ,073,富岡,トミオカ
4196,福島さくら農協,フクシマサクラノウキヨウ,074,川内,カワウチ
4196,福島さくら農協,フクシマサクラノウキヨウ,075,大熊,オオクマ
4196,福島さくら農協,フクシマサクラノウキヨウ,076,双葉,フタバ
4196,福島さくら農協,フクシマサクラノウキヨウ,077,浪江,ナミエ
4196,福島さくら農協,フクシマサクラノウキヨウ,078,津島,ツシマ
4196,福島さくら農協,フクシマサクラノウキヨウ,079,葛尾,カツラオ
4196,福島さくら農協,フクシマサクラノウキヨウ,081,遠野,トオノ
4238,水戸農協,ミトノウキヨウ,001,本店,ホンテン
4238,水戸農協,ミトノウキヨウ,002,千波,センバ
4238,水戸農協,ミトノウキヨウ,007,赤塚,アカツカ
4238,水戸農協,ミトノウキヨウ,018,いばらき,イバラキ
4238,水戸農協,ミトノウキヨウ,023,内原,ウチハラ
4238,水戸農協,ミトノウキヨウ,025,しろさと,シロサト
4238,水戸農協,ミトノウキヨウ,033,常澄大洗,ツネズミオオアライ
4263,常陸農協,ヒタチノウキヨウ,001,勝田,カツタ
4263,常陸農協,ヒタチノウキヨウ,003,海浜,カイヒン
4263,常陸農協,ヒタチノウキヨウ,004,高場,タカバ
4263,常陸農協,ヒタチノウキヨウ,010,東海,トウカイ
4263,常陸農協,ヒタチノウキヨウ,012,那珂,ナカ
4263,常陸農協,ヒタチノウキヨウ,014,友部,トモベ
4263,常陸農協,ヒタチノウキヨウ,015,笠間,カサマ
4263,常陸農協,ヒタチノウキヨウ,016,岩間,イワマ
4263,常陸農協,ヒタチノウキヨウ,017,七会,ナナカイ
4263,常陸農協,ヒタチノウキヨウ,018,大宮,オオミヤ
4263,常陸農協,ヒタチノウキヨウ,019,御前山,ゴゼンヤマ
4263,常陸農協,ヒタチノウキヨウ,020,美川,ミガワ
4263,常陸農協,ヒタチノウキヨウ,021,大子,ダイゴ
4263,常陸農協,ヒタチノウキヨウ,024,太田,オオタ
4263,常陸農協,ヒタチノウキヨウ,028,里美,サトミ
4263,常陸農協,ヒタチノウキヨウ,032,金砂郷,カナサゴウ
4263,常陸農協,ヒタチノウキヨウ,035,北茨城,キタイバラキ
4263,常陸農協,ヒタチノウキヨウ,036,高萩,タカハギ
4263,常陸農協,ヒタチノウキヨウ,037,十王,ジユウオウ
4263,常陸農協,ヒタチノウキヨウ,039,日立,ヒタチ
4263,常陸農協,ヒタチノウキヨウ,040,みなみ,ミナミ
4263,常陸農協,ヒタチノウキヨウ,100,本店,ホンテン
4294,日立市多賀農協,ヒタチシタガノウキヨウ,001,本店,ホンテン
4295,茨城旭村農協,イバラキアサヒムラノウキヨウ,001,本店,ホンテン
4296,ほこた農協,ホコタノウキヨウ,001,本店,ホンテン
4301,なめがたしおさい農協,ナメガタシオサイノウキヨウ,001,大野,オオノ
4301,なめがたしおさい農協,ナメガタシオサイノウキヨウ,004,鹿嶋,カシマ
4301,なめがたしおさい農協,ナメガタシオサイノウキヨウ,008,神栖,カミス
4301,なめがたしおさい農協,ナメガタシオサイノウキヨウ,009,波崎,ハサキ
4301,なめがたしおさい農協,ナメガタシオサイノウキヨウ,010,麻生,アソウ
4301,なめがたしおさい農協,ナメガタシオサイノウキヨウ,011,潮来,イタコ
4301,なめがたしおさい農協,ナメガタシオサイノウキヨウ,013,北浦,キタウラ
4301,なめがたしおさい農協,ナメガタシオサイノウキヨウ,019,玉造,タマツクリ
4301,なめがたしおさい農協,ナメガタシオサイノウキヨウ,100,本店,ホンテン
4322,稲敷農協,イナシキノウキヨウ,001,本店,ホンテン
4322,稲敷農協,イナシキノウキヨウ,002,中部,チユウブ
4322,稲敷農協,イナシキノウキヨウ,012,東部,トウブ
4322,稲敷農協,イナシキノウキヨウ,021,西部,セイブ
4344,水郷つくば農協,スイゴウツクバノウキヨウ,001,本店,ホンテン
4344,水郷つくば農協,スイゴウツクバノウキヨウ,006,竜ケ崎中央,リユウガサキチユウオウ
4344,水郷つくば農協,スイゴウツクバノウキヨウ,008,竜ケ崎西,リユウガサキニシ
4344,水郷つくば農協,スイゴウツクバノウキヨウ,011,牛久,ウシク
4344,水郷つくば農協,スイゴウツクバノウキヨウ,014,わかくさ,ワカクサ
4344,水郷つくば農協,スイゴウツクバノウキヨウ,015,美浦,ミホ
4344,水郷つくば農協,スイゴウツクバノウキヨウ,016,阿見,アミ
4344,水郷つくば農協,スイゴウツクバノウキヨウ,017,土浦中央,ツチウラチユウオウ
4344,水郷つくば農協,スイゴウツクバノウキヨウ,018,協同病院,キヨウドウビヨウイン
4344,水郷つくば農協,スイゴウツクバノウキヨウ,019,土浦南,ツチウラミナミ
4344,水郷つくば農協,スイゴウツクバノウキヨウ,020,土浦西,ツチウラニシ
4344,水郷つくば農協,スイゴウツクバノウキヨウ,021,霞ヶ浦,カスミガウラ
4344,水郷つくば農協,スイゴウツクバノウキヨウ,022,土浦北,ツチウラキタ
4344,水郷つくば農協,スイゴウツクバノウキヨウ,023,千代田,チヨダ
4363,つくば市農協,ツクバシノウキヨウ,001,本店,ホンテン
4363,つくば市農協,ツクバシノウキヨウ,003,桜,サクラ
4363,つくば市農協,ツクバシノウキヨウ,005,茎崎,クキザキ
4363,つくば市農協,ツクバシノウキヨウ,011,筑波西,ツクバニシ
4363,つくば市農協,ツクバシノウキヨウ,013,筑波東,ツクバヒガシ
4363,つくば市農協,ツクバシノウキヨウ,014,大穂,オオホ
4363,つくば市農協,ツクバシノウキヨウ,016,豊里,トヨサト
4371,つくば市谷田部農協,ツクバシヤタベノウキヨウ,001,本店,ホンテン
4371,つくば市谷田部農協,ツクバシヤタベノウキヨウ,005,学園南,ガクエンミナミ
4378,茨城みなみ農協,イバラキミナミノウキヨウ,001,本店,ホンテン
4378,茨城みなみ農協,イバラキミナミノウキヨウ,004,伊奈,イナ
4378,茨城みなみ農協,イバラキミナミノウキヨウ,008,藤代,フジシロ
4378,茨城みなみ農協,イバラキミナミノウキヨウ,014,取手,トリデ
4378,茨城みなみ農協,イバラキミナミノウキヨウ,016,守谷,モリヤ
4378,茨城みなみ農協,イバラキミナミノウキヨウ,021,谷和原,ヤワラ
4387,やさと農協,ヤサトノウキヨウ,001,本所,ホンシヨ
4387,やさと農協,ヤサトノウキヨウ,002,柿岡,カキオカ
